NumberOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,BadUser
706,598,310,8,43,0
159,177,6946,4,6,0
198,331,4890,9,68,0
50,259,614,11,45,0
28,32,1355,10,105,0
41,32,561,11,27,0
50,23,786,14,16,0
89,50,332,9,82,0
49,24,1289,10,55,0
33,16,494,15,0,0
1066,1074,2710,12,100,0
127,148,8403,7,3,0
98,76,801,3,27,0
77,95,2905,10,0,0
279,520,1016,11,27,0
75,173,2269,9,0,0
8,2,48,6,0,0
1876,939,24103,8,28,0
131,175,2818,9,18,0
722,575,2528,11,131,0
121,153,4369,10,117,0
90,264,1280,9,154,0
459,368,1831,9,84,0
47,48,76,8,0,0
51,21,816,10,73,0
88,57,1698,6,17,0
83,293,951,4,0,0
194,29,13,14,160,0
21,35,179,7,0,0
0,138,351,12,112,0
1997,1713,1262,5,22,0
1,1,9,7,0,0
673,205,1530,12,51,0
85,42,396,14,0,0
423,551,12109,10,7,0
5,6,117,11,65,0
240,143,2682,8,19,0
114,68,1464,9,0,0
806,559,8640,11,120,0
21,14,242,15,100,0
252,264,571,9,98,0
80,55,42,14,154,0
1,0,10,7,0,0
1,3,27,10,53,0
58,54,1601,8,35,0
140,99,1890,12,25,0
38,41,615,8,33,0
1126,1715,17468,10,139,0
9,52,53,8,0,0
2096,2311,11703,13,103,0
0,4,87,15,0,0
166,578,8435,7,76,0
141,118,1907,10,125,0
48,50,337,9,93,0
215,310,8532,7,0,0
212,220,7192,5,32,0
348,210,1184,7,0,0
99,175,1714,10,25,0
38,46,485,10,34,0
3,449,15909,13,53,0
204,173,370,10,144,0
4680,5578,2594,15,160,0
11,5,90,15,0,0
1,36,4608,10,19,0
5104,5112,2118,11,66,0
0,246,16780,13,98,0
108,69,42,12,0,0
119,104,803,8,45,0
179,228,2873,10,149,0
35,40,501,14,0,0
1022,1734,33140,8,70,0
22,1,71,13,97,0
20,34,740,8,12,0
4,329,58366,9,33,0
105,171,4384,11,20,0
24,20,47,9,0,0
34,44,31,11,0,0
22,204,3198,13,38,0
7,3,3,12,0,0
20,52,1518,8,19,0
0,24,65,12,89,0
2689,2646,18744,5,146,0
37,48,1141,7,25,0
11,16,247,5,12,0
98,76,204,11,0,0
113,132,3539,10,140,0
0,3,10,13,21,0
49,29,367,8,25,0
225,171,8289,8,26,0
18,25,1358,15,111,0
64,47,63,8,12,0
2,2,277,9,10,0
35,15,46,8,0,0
481,611,7008,6,0,0
6,196,1916,12,94,0
78,49,448,10,30,0
6,4,70,8,0,0
160,135,750,9,62,0
375,436,8482,12,122,0
20,12,208,6,0,0
312,275,264,7,74,0
110,54,214,6,0,0
43,50,60,7,0,0
56,167,3958,8,5,0
115,81,1644,9,0,0
35,60,1017,10,93,0
35,17,66,8,0,0
512,568,11055,14,29,0
415,241,993,11,159,0
43,34,360,13,61,0
58,74,1025,13,93,0
493,377,2135,10,43,0
176,138,324,12,58,0
14,18,39,15,11,0
15,11,38,10,0,0
46,48,237,12,159,0
127,168,1537,3,52,0
66,41,391,9,142,0
229,177,1073,11,27,0
222,405,7105,8,127,0
40,48,930,11,131,0
250,201,2204,4,0,0
199,323,2570,10,44,0
158,139,197,11,30,0
443,221,662,7,91,0
2,16,110,14,0,0
2434,2841,1145,12,123,0
28,47,474,9,2,0
294,302,2370,6,8,0
1669,1230,7913,13,90,0
57,186,1495,12,68,0
259,18,81,7,0,0
58,112,2023,11,55,0
8,8,34,12,0,0
135,87,505,12,35,0
321,295,7837,13,0,0
52,62,291,5,0,0
16,3,31,8,107,0
6,8,48,11,123,0
286,133,4929,10,60,0
181,222,4009,13,0,0
53,51,221,9,48,0
12,34,661,12,78,0
57,55,286,11,35,0
427,418,1596,11,157,0
25,23,146,7,0,0
95,76,1147,6,0,0
14,28,23,11,0,0
82,79,7422,6,77,0
310,213,3353,11,83,0
51,52,901,14,0,0
0,120,4150,11,0,0
70,322,4458,8,75,0
341,134,241,15,135,0
486,558,1750,10,0,0
69,46,206,11,0,0
109,183,2091,8,40,0
172,180,1303,10,111,0
201,151,827,7,0,0
712,530,4166,8,38,0
36,41,303,11,16,0
71,14,34,15,0,0
201,207,1947,8,77,0
53,104,1945,9,0,0
53,15,16,6,38,0
200,1508,29662,5,146,0
62,16,7,7,0,0
87,251,5107,14,39,0
478,805,4953,14,150,0
48,27,80,13,150,0
0,117,130,11,27,0
1998,1573,1316,8,70,0
73,62,136,10,0,0
457,293,2167,7,131,0
22,11,6,7,0,0
35,74,2534,14,77,0
1984,725,1553,10,51,0
83,136,819,14,62,0
5,3,21,10,0,0
78,22,69,7,0,0
14,1,45,9,0,0
194,859,2855,10,32,0
96,104,1969,13,5,0
200,513,2501,7,30,0
112,106,1257,14,60,0
75,28,1223,14,12,0
49,18,31,11,0,0
69,94,1333,6,132,0
95,128,2007,10,0,0
7,7,52,11,0,0
73,37,109,12,11,0
111,613,14769,6,0,0
40,64,761,11,0,0
260,147,371,15,0,0
164,173,456,15,43,0
31,6,17,9,95,0
223,64,289,6,0,0
35,31,538,9,68,0
31,32,60,7,0,0
46,34,210,9,0,0
90,136,740,10,43,0
773,801,1732,12,63,0
68,125,3517,9,152,0
33,15,1513,9,38,0
70,57,1595,7,11,0
69,246,7113,12,35,0
290,857,16216,8,0,0
2,2,14,7,12,0
64,97,1970,13,63,0
159,168,409,8,30,0
451,580,73,13,47,0
108,84,403,7,46,0
119,114,2445,9,0,0
649,427,816,9,45,0
81,98,447,11,86,0
790,918,2233,7,159,0
329,281,777,11,58,0
7,19,770,7,0,0
1,2,10,7,37,0
649,889,1469,14,99,0
113,41,586,12,89,0
49,31,187,10,0,0
50,81,1911,6,13,0
397,922,4382,12,113,0
81,52,2612,9,0,0
0,2,24,12,0,0
76,31,235,6,0,0
344,209,803,9,149,0
169,452,15390,9,41,0
1282,1899,766,12,127,0
2,4,13,15,109,0
12,15,16,8,0,0
10,10,138,13,73,0
33,31,159,12,0,0
338,382,3702,6,50,0
58,40,70,12,142,0
84,96,1312,13,0,0
20,20,53,9,0,0
8,8,38,13,0,0
276,293,2195,15,0,0
61,32,1279,7,54,0
29,16,47,6,0,0
496,395,409,11,30,0
43,31,685,7,58,0
70,91,931,10,0,0
37,17,189,9,0,0
47,64,375,7,0,0
1197,973,5480,14,43,0
2862,3444,50252,8,100,0
132,131,905,9,0,0
261,370,1542,9,13,0
92,45,330,9,57,0
91,114,1600,11,54,0
396,439,2612,8,30,0
103,114,1522,9,16,0
32,39,21,12,8,0
60,1265,304,10,0,0
16,357,1405,8,21,0
1,0,1,14,0,0
10,97,1088,15,130,0
55,69,705,9,8,0
1479,813,2516,10,62,0
146,28,379,14,0,0
253,252,4950,8,77,0
388,351,890,10,49,0
78,230,1029,6,47,0
34,37,219,9,26,0
98,68,1688,15,65,0
15,9,65,9,0,0
125,215,39133,6,70,0
127,97,1562,8,0,0
380,386,1528,14,160,0
342,408,2219,12,69,0
27,38,168,10,86,0
81,117,765,7,0,0
44,16,66,15,0,0
17,16,287,12,66,0
175,173,349,13,118,0
173,83,1575,12,38,0
606,596,1152,5,55,0
103,109,3332,13,140,0
38,36,367,8,0,0
54,27,22,11,0,0
141,150,2580,6,32,0
94,111,770,14,25,0
34,28,137,8,0,0
273,399,3134,9,76,0
63,120,1809,9,111,0
32,38,470,8,39,0
1413,252,10675,8,0,0
29,28,1158,11,18,0
8,7,21,13,0,0
67,58,1203,11,51,0
72,79,424,11,0,0
19,10,85,10,0,0
72,112,2015,14,62,0
144,81,326,10,0,0
125,98,1214,12,0,0
53,42,202,7,124,0
36,95,1791,7,0,0
30,35719,1312,8,0,0
1939,1709,4266,10,49,0
88,54,406,11,19,0
388,1057,3434,9,64,0
87,218,10005,11,0,0
80,119,2307,13,76,0
23,39,372,15,60,0
1814,1824,5714,12,140,0
35,66,117,13,0,0
330,591,6487,10,101,0
78,307,6666,7,0,0
160,225,955,7,57,0
44,49,276,6,44,0
234,292,4517,10,160,0
8,0,16,6,0,0
216,203,2546,5,72,0
574,416,3929,11,139,0
63,225,906,12,58,0
229,342,971,7,0,0
19,6,66,9,53,0
9,38,2050,9,0,0
172,240,4924,9,59,0
360,115,289,7,45,0
384,749,2467,7,82,0
23,11,53,12,23,0
797,382,44,14,0,0
132,188,1780,9,21,0
1462,2388,12970,15,0,0
260,393,6278,14,67,0
31,10,335,9,0,0
440,79,12,9,118,0
58,50,534,14,20,0
15630,14824,58180,8,122,0
133,322,8021,13,0,0
27,31,304,8,73,0
195,193,3703,12,72,0
286,159,672,10,63,0
6,7,14,6,0,0
103,223,8175,13,106,0
614,862,7965,10,139,0
20,15,25,7,93,0
56,13,8,7,0,0
450,332,5213,8,154,0
151,79,821,8,27,0
43,26,32,15,0,0
48,22,778,14,116,0
82,130,936,9,21,0
1696,1963,2754,12,124,0
86,103,4367,14,56,0
128,221,2088,10,137,0
205,119,9677,11,0,0
291,251,683,9,0,0
35,9,13,10,14,0
0,8,444,11,0,0
92,443,2567,9,0,0
54,81,1269,7,62,0
131,190,3181,12,97,0
574,353,1957,8,11,0
239,299,8725,12,106,0
31,4,35,9,0,0
718,46833,837,7,100,0
36,50,285,14,0,0
1,8,9148,13,53,0
84,67,35,12,140,0
47,40,44,12,0,0
132,131,2107,10,0,0
194,379,8794,8,108,0
422,307,2686,7,157,0
3640,3894,2211,6,42,0
65,44,604,12,0,0
25,25,113,9,56,0
78,53,544,13,0,0
88,98,1623,13,74,0
50,80,925,11,5,0
96,138,568,9,0,0
132,131,2108,12,89,0
98,241,1144,15,0,0
0,314,13930,10,20,0
16,6,25,14,10,0
31,29,1122,9,0,0
7,28,553,11,0,0
37,40,2452,6,111,0
146,172,1078,12,112,0
57,44,1058,14,20,0
108,381,5686,6,57,0
57,49,377,6,37,0
6,5,15,7,0,0
41,9,55,12,14,0
218,1437,42401,14,38,0
49,46,6584,9,160,0
68,70,395,6,89,0
55,39,302,6,0,0
464,270,1211,9,99,0
78,265,6492,14,17,0
2623,3897,29085,15,38,0
0,71,460,14,0,0
22,19,312,11,0,0
206,124,2316,15,49,0
228,391,1165,9,118,0
87,135,371,14,0,0
30,39,209,9,6,0
23,19,1134,11,86,0
69,67,1805,12,55,0
98,108,578,10,0,0
3608,3530,629,11,97,0
65,162,2260,15,0,0
269,105,747,9,37,0
107,43,5786,12,43,0
21,29,113,11,150,0
12,35,141,12,0,0
10,6,73,10,0,0
1534,1085,1688,12,19,0
108,115,2106,12,141,0
439,199,11480,5,42,0
281,125,5352,9,60,0
21,2,34,10,0,0
297,41,42,14,0,0
42,90,3231,12,111,0
92,32,155,12,54,0
143,385,4927,12,27,0
0,15,4716,13,0,0
107,277,1844,10,89,0
39,86,3327,7,26,0
10554,9660,5997,15,73,0
95,1799,615,13,64,0
15,14,369,6,14,0
675,722,782,15,36,0
5,5,116,10,24,0
87,209,2225,10,111,0
41,10,85,11,0,0
155,157,3276,12,0,0
113,112,547,11,15,0
37,35,1205,8,0,0
136,57,1019,8,0,0
813,550,847,15,80,0
216,229,4399,7,94,0
62,106,2635,10,0,0
51,22,351,14,25,0
470,508,6873,8,85,0
118,77,1586,10,14,0
9,135,1345,9,53,0
101,77,731,8,0,0
64,68,2940,11,126,0
5807,6500,10741,15,40,0
55,132,570,10,73,0
62,95,2795,10,51,0
81,43,141,15,48,0
68,84,440,10,103,0
443,210,50,12,0,0
157,124,9286,8,20,0
180,242,23012,11,26,0
100,82,529,6,7,0
237,560,19601,14,158,0
466,90,478,15,35,0
213,122,509,8,6,0
62,29,41,12,0,0
52,26,264,13,0,0
199,152,1965,8,79,0
509,695,3218,7,64,0
30,18,53,13,0,0
71,55,1313,9,58,0
805,631,21317,11,160,0
134,178,1022,12,11,0
64,52,436,11,142,0
125,106,1289,7,2,0
142,122,3230,7,0,0
50,88,864,8,51,0
48,9,637,7,0,0
113,108,1547,6,160,0
114,164,1582,8,25,0
27,29,1008,9,0,0
100,112,617,10,0,0
640,760,3884,9,91,0
44,40,841,12,0,0
460,553,8927,11,35,0
56,50,106,11,31,0
90,114,1143,10,138,0
77,41,242,14,70,0
70,76,4793,7,0,0
26,5,13,15,0,0
49,17,891,10,82,0
23,2,9,13,0,0
5,3,275,12,43,0
352,265,4804,12,45,0
34,10,580,13,0,0
62,52,431,13,19,0
28,39,375,10,87,0
1,66,9138,14,93,0
168,163,929,9,8,0
153,136,916,11,28,0
169,42,169,9,0,0
103,296,4335,11,90,0
10,35,1134,10,0,0
315,276,6284,7,113,0
91,154,2964,15,31,0
57,78,1682,15,0,0
327,291,1747,14,67,0
1445,747,865,6,9,0
47,33,442,9,46,0
128,155,1992,11,102,0
1,1,1,7,0,0
237,133,1837,8,117,0
330,372,5407,12,147,0
32,38,41,14,0,0
42,221,141,15,52,0
81,324,5312,15,69,0
492,17,45,14,0,0
134,83,446,6,0,0
15,4,119,10,0,0
0,19,1654,10,0,0
10,6,56,10,0,0
153,204,2073,9,10,0
75,433,9529,11,155,0
183,127,1552,12,54,0
3,24,32,9,94,0
50,33,114,9,0,0
138,12579,31597,15,39,0
90,62,348,7,83,0
174,103,357,9,67,0
394,498,3511,8,28,0
36,9,35,11,0,0
99,117,822,11,0,0
108,114,3718,14,79,0
26,14,265,7,0,0
90,75,1450,10,0,0
7,107,46,15,0,0
116,282,84,11,26,0
74,78,362,7,0,0
87,124,2027,12,42,0
2,0,1,11,0,0
22,29,132,10,125,0
113,54,876,7,0,0
402,633,4834,12,160,0
203,29,167,10,16,0
13,25,2890,8,35,0
206,194,2636,14,43,0
259,78,158,10,0,0
306,189,19588,10,39,0
38,45,135,15,160,0
134,249,1561,10,29,0
5,13,68,10,0,0
140,396,11147,15,102,0
38,10,90,9,21,0
156,96,590,12,36,0
2001,1646,2548,12,2,0
107,40,627,12,0,0
146,487,3187,15,69,0
43,80,2699,11,44,0
717,606,2336,15,114,0
429,247,5115,9,93,0
27,53,2526,14,0,0
131,142,134,14,44,0
16,16,650,7,29,0
77,57,65,15,32,0
0,11,160,11,81,0
167,113,2776,10,102,0
56,98,410,4,59,0
6,10,282,8,11,0
604,458,1730,9,77,0
30,20,148,10,0,0
324,327,1287,10,27,0
838,1707,19835,14,63,0
29,27,267,10,8,0
0,950,1035,10,103,0
0,15,1269,7,35,0
31,5,8,13,144,0
413,183,1510,9,0,0
116,176,10645,14,105,0
44,5,5,12,46,0
860,553,4628,10,98,0
3429,4696,26282,8,134,0
104,204,3246,10,95,0
89,82,120,15,30,0
17,9,60,14,16,0
112,187,1782,10,142,0
176,220,6660,10,57,0
751,1173,24898,4,21,0
42,17,326,9,0,0
95,109,755,8,158,0
41,71,1163,10,42,0
47,280,378,10,0,0
96,125,1465,8,0,0
133,166,4993,12,19,0
878,853,1174,9,0,0
287,1435,4312,10,47,0
15,5,116,8,34,0
116,22,112,15,0,0
111,63,153,11,27,0
86,50,654,9,0,0
36,43,923,14,0,0
617,1720,6724,8,34,0
70,66,769,7,106,0
56,52,607,10,25,0
104,84,2549,12,57,0
22,18,62,12,0,0
68,64,2394,6,105,0
328,334,1061,9,111,0
36,19,142,7,61,0
249,329,3400,8,102,0
14,31,1242,12,88,0
2,2,8,12,31,0
50,48,660,10,0,0
17,8,7,14,0,0
77,30,5431,8,14,0
6,1,3,11,0,0
85,201,6979,8,128,0
177,467,1850,7,119,0
0,0,1,12,0,0
487,906,6088,5,121,0
53,65,1262,15,117,0
65,84,2278,8,10,0
64,48,305,13,158,0
25,224,30069,13,0,0
39,12,149,9,18,0
143,142,3158,8,27,0
9,14,17,7,150,0
308,266,1531,12,0,0
37,64,716,7,19,0
103,149,8695,7,94,0
116,116,3132,7,18,0
64,123,2365,10,76,0
37,31,357,6,51,0
158,170,1232,5,38,0
63,83,740,10,25,0
24,13,405,8,24,0
23,21,28,5,14,0
10,19,21,11,0,0
259,220,10320,14,49,0
94,56,187,14,16,0
441,376,29602,12,138,0
26,25,362,11,0,0
148,95,481,5,0,0
143,106,462,9,0,0
123,299,3546,14,36,0
50,63,466,5,64,0
54,13,43,11,47,0
111,91,305,4,4,0
64,339,1524,11,63,0
244,88,743,7,0,0
15,19,20,15,0,0
133,258,3100,9,0,0
14,256,1479,12,43,0
288,33,300,12,0,0
122,125,1059,7,21,0
96,905,2253,13,0,0
132,146,2004,14,69,0
46,1335,357,7,41,0
37,68,706,9,6,0
160,437,2986,10,130,0
119,92,502,6,57,0
54,50,709,9,0,0
135,262,5888,8,27,0
694,278,6527,14,79,0
111,75,1757,11,90,0
246,503,6988,12,92,0
1961,2262,37006,8,141,0
1,102,7051,5,44,0
382,195,2001,15,122,0
187,187,10926,14,136,0
111,144,13075,10,69,0
74,46,3438,15,33,0
3,0,1,10,0,0
75,73,719,15,0,0
103,104,97,14,58,0
191,651,2471,12,76,0
288,467,6044,11,149,0
662,3298,15616,8,53,0
28,39,1868,10,44,0
93,88,813,11,51,0
82,49,413,11,0,0
201,153,911,8,126,0
4041,3913,5347,6,27,0
4836,4665,12359,6,59,0
49,35,1175,7,87,0
112,257,1926,14,107,0
52,120,1174,10,156,0
41,53,543,7,11,0
82,164,758,9,14,0
30262,30070,3066,10,92,0
161,182,594,8,132,0
88,24,158,12,14,0
16,18,861,11,54,0
75,43,652,5,49,0
232,265,5464,8,88,0
67,51,554,11,54,0
30430,29549,52223,10,158,0
20,235,9248,11,0,0
95,790,19263,11,84,0
950,1003,6705,7,93,0
227,158,2540,9,73,0
0,1,3,14,41,0
2,0,196,12,0,0
133,819,5838,15,53,0
92,66,2139,11,23,0
213,222,1394,9,108,0
145,117,2628,15,46,0
3770,3851,6214,11,98,0
28,50,1155,9,84,0
149,70,266,14,85,0
6,11,113,7,7,0
70,41,209,7,73,0
74,58,578,13,38,0
168,50,782,7,37,0
284,568,9195,11,150,0
1113,1074,17011,5,95,0
9,9,108,10,0,0
11,6,479,8,0,0
86,54,281,7,41,0
193,91,881,12,0,0
55,63,355,14,15,0
187,273,4696,9,83,0
19,10,11,9,0,0
27,55,1319,12,82,0
0,0,20,12,6,0
1361,463,980,12,91,0
100,51,305,9,0,0
65,65,898,9,0,0
418,784,9183,3,39,0
106,72,1100,9,43,0
326,1139,13190,11,36,0
75,30,296,12,91,0
1295,2026,20834,6,147,0
20,2622,15144,15,0,0
254,1672,3699,11,72,0
49,29,419,6,41,0
245,284,7102,9,152,0
20,15,265,8,23,0
48,20,392,14,31,0
15,24,305,7,0,0
1,295,5510,7,39,0
45,28,299,9,0,0
312,382,17762,10,77,0
187,85,1130,14,74,0
61,78,1019,8,97,0
106,48,476,12,14,0
1021,799,18252,10,79,0
113,113,1506,9,0,0
18,24,268,14,158,0
300,178,1286,7,0,0
71,88,1028,10,144,0
103,11,22,15,0,0
6,290,275,9,158,0
13,13,139,13,50,0
34,97,1328,7,94,0
7,10,96,12,79,0
82,55,135,14,141,0
79,117,2703,12,21,0
23,19,2457,7,17,0
175,278,17355,12,114,0
860,378,96,11,0,0
457,522,7775,13,27,0
112,34,618,9,80,0
189,146,2046,7,143,0
78,170,2582,7,94,0
76,716,5165,9,29,0
12,9,182,10,55,0
4,4,34,8,18,0
88,115,689,10,37,0
115,1054,14011,10,64,0
412,253,1380,15,156,0
56,66,866,8,50,0
40,33,412,14,5,0
7,1662,5643,10,77,0
1996,1435,2702,8,114,0
0,412,5551,10,36,0
93,46,914,10,27,0
2001,698,9062,14,69,0
25,15,1249,11,124,0
89,111,1818,12,79,0
194,95,681,9,23,0
141,155,160,11,142,0
108,530,915,12,79,0
36,43,1267,11,77,0
275,289,37876,6,23,0
21,18,401,3,39,0
11,29,4221,8,32,0
67,171,1148,11,0,0
255,274,6538,11,86,0
24,22,559,11,41,0
0,130,2209,14,41,0
60,77,2397,12,32,0
75,113,1475,7,26,0
492,42,106,13,0,0
207,239,17336,13,65,0
47,51,739,8,22,0
40,64,696,8,0,0
362,776,7688,8,39,0
57,31,208,6,116,0
787,2109,37660,5,40,0
23,49,1189,11,40,0
8,12,1396,8,57,0
203,321,2544,5,92,0
80,42,144,11,7,0
38,17,174,12,0,0
14,3,131,12,89,0
1,2,33,12,62,0
39,14,1135,6,13,0
57,57,1142,10,0,0
9,20,654,11,0,0
116,139,1305,4,28,0
121,140,642,13,0,0
208,213,3717,6,103,0
106,346,10091,8,120,0
15,100,1683,9,23,0
14467,15474,7835,12,128,0
122,78,249,10,0,0
17,3,104,12,0,0
82,40,892,8,18,0
121,137,1741,6,47,0
73,66,3524,8,38,0
14,9,510,5,94,0
147,51,297,8,69,0
24,16,166,9,63,0
113,78,638,4,0,0
68,455,44809,11,37,0
155,149,2053,10,42,0
17,16,432,14,0,0
51,35,196,13,0,0
11,6,45,11,0,0
73,85,1638,14,40,0
2,60,1854,10,0,0
76,159,674,11,21,0
35,22,290,5,0,0
278,134,1480,12,46,0
111,137,1585,10,0,0
22,255,59231,12,89,0
82,75,2969,13,87,0
1999,1232,1189,15,83,0
149,1123,14585,12,49,0
101,73,223,14,33,0
2553,2477,8450,9,148,0
9,19,351,12,23,0
52,24,267,10,58,0
47,368,12341,13,110,0
163,215,2572,5,0,0
90,57,1362,11,137,0
84,76,6261,9,92,0
122,249,1621,12,12,0
36,12,152,8,28,0
182,141,250,15,30,0
259,485,4605,3,25,0
386,558,3954,8,44,0
13,4,15,7,0,0
192,184,11130,15,71,0
34,9,148,10,52,0
74,526,10937,10,106,0
6,295,337,11,52,0
1,1141,27175,15,0,0
112,147,931,10,0,0
192,211,986,10,157,0
7,10,1808,7,50,0
12,21,2948,3,0,0
485,271,1659,15,0,0
17,7,20,12,0,0
20,9,1021,15,0,0
136,127,2059,7,26,0
75,104,6055,9,26,0
140,265,3703,11,4,0
537,174,872,14,118,0
181,64,703,13,51,0
581,124,234,9,86,0
126,146,3517,8,59,0
75,96,1630,11,65,0
100,190,4023,9,26,0
54,71,1239,15,0,0
47,31,1655,8,0,0
173,381,8055,11,44,0
61,182,8420,6,36,0
436,81,47,8,17,0
1,0,0,9,0,0
3770,3705,5740,13,0,0
44,37,357,6,65,0
137,79,789,8,85,0
29,25,122,9,0,0
54,31,556,10,0,0
1108,932,1213,14,137,0
70,94,1092,15,13,0
70,130,4530,12,85,0
170,66,1881,10,6,0
92,52,535,11,0,0
1,2,21,10,0,0
41,68,566,11,107,0
206,146,917,9,71,0
1,86,1942,9,0,0
679,266,3687,8,28,0
95,84,1851,11,0,0
10,30,355,10,129,0
248,287,12441,6,74,0
159,95,1461,11,0,0
425,320,4745,15,100,0
289,229,4159,6,35,0
871,811,10384,5,50,0
756,485,1505,9,16,0
66,136,8021,11,94,0
150,112,752,11,75,0
539,874,56039,5,72,0
128,130,735,6,25,0
34,30,254,15,0,0
39,36,227,14,23,0
48,21,373,7,0,0
24,16,1597,10,121,0
10,12,55,6,0,0
11,8,54,12,0,0
34,9,29,9,112,0
70,100,788,12,46,0
630,506,3188,14,102,0
166,89,659,14,132,0
158,139,3077,6,44,0
29,8,141,12,54,0
193,722,21189,8,21,0
6,6,34,8,47,0
10,8,98,5,19,0
90,111,1054,12,82,0
104,120,5112,8,98,0
7,7,828,8,25,0
123,75,952,4,54,0
13,62,954,10,141,0
48,32,3362,9,56,0
700,409,8774,12,148,0
44,26,447,14,0,0
123,204,3320,10,98,0
23,8,56,11,26,0
82,70,315,10,17,0
219,98,1377,9,17,0
639,693,3825,15,47,0
94,50,1867,10,118,0
118,415,6455,8,25,0
1,0,34,6,0,0
401,422,2747,5,79,0
27,22,338,6,0,0
87,79,646,9,0,0
20,4,64,7,36,0
34,31,49,8,0,0
127,137,1401,6,16,0
31,34,969,7,49,0
0,93,6612,12,52,0
28,24,271,9,13,0
668,634,20680,6,99,0
71,126,2006,12,39,0
101,107,1932,12,43,0
8,6,58,12,0,0
4,12,383,11,28,0
0,231,16354,11,34,0
149,26,711,12,65,0
378,563,14722,10,0,0
477,353,4601,13,0,0
88,75,1168,5,106,0
678,880,4777,11,102,0
5,4,2,12,0,0
299,539,11934,6,131,0
176,122,5393,15,53,0
379,2048,4207,13,21,0
1,1352,7307,5,148,0
7,17,145,8,19,0
12,10,533,5,41,0
18,21,362,9,45,0
0,1,143,10,0,0
139,1277,443,9,58,0
83,151,3291,15,0,0
7012,6952,4999,5,99,0
15,19,14,6,0,0
53,79,1031,14,78,0
166,191,5884,6,54,0
60,58,952,13,160,0
4,6,141,8,16,0
149,84,935,13,128,0
139,269,145,8,28,0
115,226,4330,15,31,0
148,183,14362,10,6,0
40,25,675,9,0,0
58,2124,13802,5,0,0
12593,11837,5466,13,147,0
163,55,901,10,16,0
8080,7350,4309,13,113,0
111,121,2612,9,57,0
206,680,1072,12,127,0
209,209,4238,11,67,0
38,36,271,10,51,0
36,20,47,10,0,0
42,63,1068,12,159,0
480,520,2678,12,57,0
99,121,1001,5,0,0
59,54,2449,9,23,0
242,722,16787,7,139,0
155,1547,1060,11,11,0
307,293,11106,5,16,0
7,12,292,8,20,0
801,683,7455,9,62,0
381,361,3321,6,66,0
350,292,2973,6,12,0
190,90,5202,10,74,0
200,322,3158,10,19,0
37,26,48,10,0,0
56,139,798,8,0,0
299,4740,11585,15,156,0
265,786,8967,12,4,0
105,146,2674,7,160,0
32,56,1975,9,50,0
63,75,1774,8,0,0
10,32,1351,13,36,0
72,134,1242,10,131,0
143,71,135,7,157,0
0,80,1849,10,20,0
92,75,676,6,147,0
110,106,2525,11,64,0
23,44,351,6,25,0
17,19,2029,5,33,0
20,290,26905,8,0,0
133,47,287,6,64,0
20,68,11365,9,0,0
68,59,1049,10,25,0
13,4,65,12,0,0
0,4,8,12,0,0
147,81,1556,9,0,0
168,275,4011,7,115,0
127,72,578,11,0,0
843,551,1745,7,76,0
37,44,88,13,16,0
454,412,16811,12,47,0
154,151,2244,15,0,0
74,22,98,13,40,0
89,149,984,10,24,0
252,242,6474,13,0,0
122,109,1468,4,79,0
70,117,46,7,0,0
76,125,1421,14,133,0
857,387,1567,15,154,0
204,98,80,10,72,0
84,170,3283,8,44,0
57,58,367,15,0,0
121,235,1924,9,56,0
70,91,5572,7,112,0
23,24,449,11,0,0
0,108,866,13,109,0
60,13,187,10,0,0
23,28,44,4,0,0
53,53,199,12,0,0
524,364,4024,8,7,0
29,20,362,13,59,0
397,314,805,15,127,0
154,149,686,13,157,0
226,131,20,12,94,0
26,277,7172,7,85,0
1823,1477,1687,11,98,0
255,351,2621,11,0,0
3,0,1,8,0,0
5,4,24,14,0,0
63,78,1184,7,41,0
84,84,3388,6,148,0
111,140,2616,7,0,0
0,388,11552,10,46,0
0,959,6092,11,158,0
1567,1542,2371,15,112,0
181,362,9312,9,84,0
22,583,104505,13,0,0
62,134,2060,11,35,0
50,29,102,14,0,0
533,796,4745,14,97,0
86,94,77,11,0,0
58,58,994,7,0,0
379,283,4694,7,39,0
3,2608,499,15,45,0
128,48,89,9,0,0
582,900,29704,13,128,0
61,24,82,9,0,0
52,8,98,10,0,0
13,5,17,10,0,0
33,33,106,14,131,0
206,125,1874,5,65,0
11,17,903,9,109,0
50,114,2107,14,56,0
77,188,6972,12,104,0
3776,5710,7385,4,91,0
80,168,2977,13,28,0
1,1,1,5,0,0
205,258,5533,7,23,0
2181,2014,5407,15,88,0
204,8338,3348,9,75,0
111,164,9799,9,61,0
9,44,785,8,0,0
1022,629,5943,8,142,0
505,186,200,9,27,0
119,22,224,10,12,0
28,44,546,9,130,0
109,103,115,6,159,0
103,97,833,8,0,0
45,58,1627,10,16,0
154,174,3826,9,55,0
3,278,14249,6,50,0
27,27,1214,9,38,0
0,1,17,11,42,0
77,77,295,10,117,0
5,3,28,9,34,0
117,17848,676,14,98,0
1120,1237,16050,10,88,0
43,35,502,8,56,0
172,173,2604,9,45,0
53,32,277,7,35,0
102,56,3041,5,92,0
25,3,4,13,0,0
1915,1799,2514,7,36,0
93,154,3276,9,34,0
